iter	MAE
0	0.07462813709
1	0.07374255548
2	0.07289721206
3	0.07199499891
4	0.07125448206
5	0.07044950652
6	0.06995275424
7	0.06919970776
8	0.06846008358
9	0.06800624662
10	0.06771346571
11	0.06719115283
12	0.06650958019
13	0.06576543828
14	0.06510300766
15	0.06435672128
16	0.06365069944
17	0.06318164044
18	0.06275695747
19	0.06224394504
20	0.06183252737
21	0.06150120581
22	0.06088670767
23	0.06045865325
24	0.05999298683
25	0.05973746978
26	0.05946826726
27	0.05891905866
28	0.05834360335
29	0.05814454276
30	0.05784586029
31	0.05757894866
32	0.05721886639
33	0.05704460077
34	0.05673459644
35	0.05635904348
36	0.05611530845
37	0.05578296132
38	0.05549048297
39	0.05511524486
40	0.05479043046
41	0.05436964953
42	0.05406258468
43	0.0537710989
44	0.05336233526
45	0.05296918052
46	0.05262734417
47	0.05253713579
48	0.05242919352
49	0.05234034832
50	0.05205499798
51	0.05181927232
52	0.05170161046
53	0.05158838816
54	0.05134947921
55	0.05105672516
56	0.05074528042
57	0.05050512667
58	0.05011831729
59	0.04990515458
60	0.04972356021
61	0.04951074112
62	0.04944613421
63	0.04912371431
64	0.04880031738
65	0.04849105618
66	0.04829151796
67	0.04822171949
68	0.04809485133
69	0.04786864197
70	0.04768173443
71	0.0475811886
72	0.0473015915
73	0.04722132817
74	0.0469588868
75	0.04683211236
76	0.04678744583
77	0.04667039432
78	0.04650051624
79	0.04619567922
80	0.04613693446
81	0.04592233597
82	0.04566950443
83	0.04540147588
84	0.04531884616
85	0.04524869924
86	0.04504845801
87	0.04490844596
88	0.04467213262
89	0.04459734077
90	0.04447670499
91	0.04434581036
92	0.04414482795
93	0.04401723488
94	0.04379238892
95	0.04375400412
96	0.04350112454
97	0.0434196403
98	0.04335085938
99	0.04314080213
100	0.04295309155
101	0.04271735229
102	0.04266048824
103	0.04256855107
104	0.04247631822
105	0.04235635745
106	0.04234229333
107	0.04222602027
108	0.04218784761
109	0.0420723714
110	0.04201478916
111	0.04188828565
112	0.04182987746
113	0.04178268592
114	0.04166993831
115	0.04157853667
116	0.04143820787
117	0.0413810331
118	0.04127342591
119	0.04114677697
120	0.04089033896
121	0.04071787478
122	0.04052059685
123	0.04044364227
124	0.04031779333
125	0.04020787681
126	0.04012680496
127	0.03997525563
128	0.0398375054
129	0.0397373287
130	0.03965795244
131	0.03956407101
132	0.0394301177
133	0.03929873175
134	0.03907202577
135	0.0390132603
136	0.0389357381
137	0.03876843141
138	0.03864093021
139	0.03861728092
140	0.0384298676
141	0.03831267578
142	0.03829737592
143	0.0381798057
144	0.03807955966
145	0.03805944903
146	0.03794785119
147	0.03781261245
148	0.03771492918
149	0.03754106503
150	0.03753985338
151	0.03748392858
152	0.03735702788
153	0.03731971375
154	0.0373124009
155	0.03723673421
156	0.03710425833
157	0.03704707302
158	0.03692466875
159	0.03679587719
160	0.03674676647
161	0.0365624917
162	0.03644872977
163	0.03637271301
164	0.03626283423
165	0.0362144081
166	0.03612004905
167	0.03600293759
168	0.03593802123
169	0.03585712958
170	0.03583306
171	0.03570827828
172	0.03555924071
173	0.03545848702
174	0.03531920196
175	0.03524447978
176	0.03516107876
177	0.03502580101
178	0.03488360558
179	0.03476131338
180	0.03465159673
181	0.034627228
182	0.03454984301
183	0.0344045489
184	0.03439916633
185	0.03430339471
186	0.03420737169
187	0.03413643542
188	0.03406403386
189	0.03388420405
190	0.03378096527
191	0.03373393734
192	0.0336726657
193	0.03361255429
194	0.03353607919
195	0.0334506043
196	0.0333395779
197	0.03328628115
198	0.03317328804
199	0.03315718609
200	0.03315290134
201	0.03309832821
202	0.03298315408
203	0.0329501543
204	0.032872824
205	0.03270686724
206	0.03265373405
207	0.03259547568
208	0.03246492048
209	0.03240614113
210	0.03232950147
211	0.0323142345
212	0.0322945774
213	0.03222300543
214	0.03220302737
215	0.03210880828
216	0.03205508054
217	0.03191231281
218	0.03184791777
219	0.03174937361
220	0.03172607045
221	0.03165452205
222	0.03153445626
223	0.03146510122
224	0.03135860727
225	0.03122010626
226	0.03118277621
227	0.03109276658
228	0.03100624339
229	0.03093734462
230	0.03088258398
231	0.03080760399
232	0.03074310514
233	0.03059699438
234	0.03049864684
235	0.03044680372
236	0.03042923371
237	0.03034896862
238	0.03030311599
239	0.03019526409
240	0.03012960802
241	0.03005834921
242	0.03001657168
243	0.02994902689
244	0.0297834561
245	0.02962478966
246	0.02951371583
247	0.02942925808
248	0.02926131286
249	0.02923626754
250	0.02914044077
251	0.02910740391
252	0.02903878785
253	0.02895737624
254	0.02889289124
255	0.02879407362
256	0.02875657784
257	0.02873415462
258	0.02864340432
259	0.02861020286
260	0.02850927101
261	0.02844999467
262	0.0284148639
263	0.02836709573
264	0.02831334337
265	0.02822480795
266	0.02817148919
267	0.02811017794
268	0.02804903855
269	0.02799237633
270	0.02793190947
271	0.02788529447
272	0.02781862831
273	0.0278020555
274	0.02774026621
275	0.02767387584
276	0.02756271559
277	0.02749343445
278	0.02741298607
279	0.02733755018
280	0.02731996408
281	0.0272721985
282	0.02716963655
283	0.02709937444
284	0.02702220578
285	0.02700864101
286	0.02697592425
287	0.02689278697
288	0.02679805473
289	0.02677919905
290	0.02674090799
291	0.02672558324
292	0.02669849055
293	0.02665192497
294	0.02660382584
295	0.02648665199
296	0.02644500438
297	0.02632580782
298	0.02625960259
299	0.02621209976
300	0.02612780946
301	0.02598952813
302	0.02589079728
303	0.02585921907
304	0.02582982588
305	0.0258019109
306	0.02575239149
307	0.02571531291
308	0.02566759409
309	0.02563450968
310	0.02560834719
311	0.02559893551
312	0.02555333044
313	0.02548139118
314	0.02545568324
315	0.02540298674
316	0.02533363319
317	0.02527349042
318	0.02520415581
319	0.02517919218
320	0.0251114055
321	0.02503960594
322	0.02492574717
323	0.02489995411
324	0.02484178905
325	0.02483069431
326	0.02472333366
327	0.02467870629
328	0.02459973443
329	0.02445825538
330	0.02438201782
331	0.02431975632
332	0.0242841314
333	0.02424844392
334	0.02418031116
335	0.02412579283
336	0.02406141286
337	0.02405082728
338	0.0240422467
339	0.02398213853
340	0.02394832428
341	0.02389899092
342	0.02383252281
343	0.02377545818
344	0.02372706352
345	0.02370642241
346	0.02365805843
347	0.02363207751
348	0.02359924964
349	0.02356462073
350	0.02353423169
351	0.02349589669
352	0.02343296013
353	0.02340499376
354	0.02337797572
355	0.02333011709
356	0.02331279008
357	0.02328340619
358	0.02327207519
359	0.02319019932
360	0.02316316427
361	0.02315166886
362	0.02304527529
363	0.02303981228
364	0.02299702573
365	0.02298201497
366	0.02294852674
367	0.02293868596
368	0.02291905997
369	0.02291072472
370	0.02290167052
371	0.02288219171
372	0.02285316998
373	0.0228088259
374	0.02279993281
375	0.02275997264
376	0.022687302
377	0.02260181913
378	0.02255898562
379	0.02252225845
380	0.02250810444
381	0.0224132201
382	0.02238762619
383	0.02233927781
384	0.02232867429
385	0.02230690528
386	0.02229021499
387	0.0222779123
388	0.02222387691
389	0.02217901373
390	0.02216305527
391	0.02212224779
392	0.02206465976
393	0.02202483954
394	0.02195548593
395	0.02194037548
396	0.02191877855
397	0.02190127814
398	0.02187873143
399	0.02183705428
400	0.02179650887
401	0.02177776233
402	0.02176703296
403	0.02173145116
404	0.02165900254
405	0.02161694075
406	0.02158695377
407	0.0215626663
408	0.02153802182
409	0.02152263985
410	0.02146826192
411	0.02143314346
412	0.02140901073
413	0.02139264477
414	0.02133026299
415	0.0213217707
416	0.02131542127
417	0.02130601997
418	0.02127937623
419	0.02122371426
420	0.02112436863
421	0.02109840032
422	0.02108515898
423	0.02105477526
424	0.02103550236
425	0.02101097301
426	0.02096732828
427	0.02090705299
428	0.02087036617
429	0.02081799324
430	0.02076431312
431	0.0207056439
432	0.02063757293
433	0.02061055031
434	0.02054596295
435	0.02052337389
436	0.02049605571
437	0.02042752576
438	0.02040009188
439	0.0203014382
440	0.02028729391
441	0.02021692902
442	0.02018631071
443	0.02017468065
444	0.02015084635
445	0.02010896331
446	0.02009277103
447	0.02007677277
448	0.02003232596
449	0.01991993455
450	0.01987057804
451	0.01984650051
452	0.01982454319
453	0.01976810384
454	0.01971706508
455	0.01967225234
456	0.01960526501
457	0.01959771488
458	0.01957466119
459	0.0195529284
460	0.01951217338
461	0.01946939843
462	0.01946022577
463	0.01944780163
464	0.01943932659
465	0.01942769344
466	0.01937567817
467	0.01935392227
468	0.01928783775
469	0.0192617293
470	0.01925232938
471	0.01923151668
472	0.01921264724
473	0.01917963336
474	0.01914378709
475	0.0190981759
476	0.01908476907
477	0.01903699229
478	0.01899284213
479	0.01895966126
480	0.01893371878
481	0.01892464794
482	0.0188868803
483	0.01887361333
484	0.01881103181
485	0.01878749469
486	0.01874716663
487	0.01872578109
488	0.01867681531
489	0.01865500478
490	0.01863163094
491	0.01859436608
492	0.01858042919
493	0.01855965506
494	0.01852490154
495	0.01850953411
496	0.01846286147
497	0.0184239242
498	0.01839656263
499	0.01838166753
500	0.01836208067
501	0.01833208685
502	0.01830916952
503	0.01829103216
504	0.01825751014
505	0.01824385848
506	0.01822696311
507	0.01819174225
508	0.01815271471
509	0.01811293757
510	0.01807952405
511	0.01805962281
512	0.01800436506
513	0.01798822282
514	0.01797612083
515	0.0179440527
516	0.01791742592
517	0.01789581826
518	0.01788463782
519	0.01786229178
520	0.01783927051
521	0.01782933822
522	0.01774018442
523	0.01771900695
524	0.0176492864
525	0.01763472553
526	0.01756937439
527	0.01750106985
528	0.01748002902
529	0.0174607017
530	0.01745002704
531	0.01744239081
532	0.0174320522
533	0.01736159519
534	0.01733098707
535	0.01732324471
536	0.01729885796
537	0.01728654338
538	0.01726195899
539	0.01725228049
540	0.01720987381
541	0.01719598634
542	0.0171907575
543	0.0171839132
544	0.01712846227
545	0.01711924189
546	0.01710227013
547	0.01705751544
548	0.01704362903
549	0.01702774865
550	0.0170020585
551	0.01698817779
552	0.01695918059
553	0.01692684011
554	0.01688651287
555	0.01687884156
556	0.01685728158
557	0.01683973277
558	0.01680291965
559	0.01679578425
560	0.01677126526
561	0.01675438272
562	0.01674486074
563	0.01670255462
564	0.01670036093
565	0.01668771476
566	0.01668296061
567	0.01666454494
568	0.01666001114
569	0.01665625315
570	0.01662758239
571	0.01661700172
572	0.01660679199
573	0.01658910415
574	0.01657562778
575	0.01656848525
576	0.01656425402
577	0.01655624164
578	0.01650847652
579	0.01647520431
580	0.01645180985
581	0.01644621178
582	0.01643035451
583	0.01639902607
584	0.01639047289
585	0.01638094482
586	0.0163337654
587	0.01631482575
588	0.01629604947
589	0.01627414158
590	0.0162430439
591	0.01620342243
592	0.01617605138
593	0.01615845195
594	0.01614218413
595	0.01612889295
596	0.0161200413
597	0.01610199517
598	0.01606878846
599	0.01602724996
600	0.01600288665
601	0.0159965678
602	0.01597733304
603	0.01595271542
604	0.01594665215
605	0.01593679578
606	0.01591136372
607	0.01590875687
608	0.01587655185
609	0.01586711378
610	0.01586156023
611	0.01584648877
612	0.0158172075
613	0.01577462734
614	0.01576546734
615	0.01575264051
616	0.01574473023
617	0.01574009422
618	0.01571233288
619	0.01568717471
620	0.01567897335
621	0.01566120067
622	0.01564224683
623	0.01563825385
624	0.01558160559
625	0.01552176414
626	0.01549416983
627	0.01548223638
628	0.01544824352
629	0.01543645278
630	0.01543152483
631	0.01539879741
632	0.01537437056
633	0.01534903592
634	0.01533054274
635	0.01532714434
636	0.01531862079
637	0.01531531946
638	0.01531300385
639	0.01530957822
640	0.01529380187
641	0.01527901501
642	0.01525247214
643	0.0152332001
644	0.01522692589
645	0.01521875985
646	0.01519264647
647	0.01518921292
648	0.01518452339
649	0.01517725549
650	0.0151574319
651	0.01514165203
652	0.01512485343
653	0.01511689404
654	0.01510785279
655	0.01509107505
656	0.01508362089
657	0.01505035737
658	0.01504720618
659	0.01503857582
660	0.01498992501
661	0.01498411547
662	0.01496805647
663	0.01495973682
664	0.01495323459
665	0.01494022193
666	0.01493727448
667	0.01493428305
668	0.01491466803
669	0.01491020987
670	0.01488655011
671	0.01488020251
672	0.01487373558
673	0.01486136621
674	0.01484488539
675	0.01482265739
676	0.01480767168
677	0.01479625226
678	0.01479155754
679	0.01476234182
680	0.01475358723
681	0.01473954637
682	0.01472728387
683	0.01472029922
684	0.01471628836
685	0.01470962071
686	0.01470928483
687	0.01469489078
688	0.01469336999
689	0.01468772289
690	0.01467576098
691	0.01467345644
692	0.01466519593
693	0.01466223687
694	0.01465913802
695	0.01464823329
696	0.01463862692
697	0.01463141459
698	0.01462677391
699	0.01458720804
700	0.01455030083
701	0.01454743686
702	0.01453518733
703	0.0145074481
704	0.01449604489
705	0.01448994454
706	0.01448958125
707	0.01446510235
708	0.01442049755
709	0.01441736404
710	0.01440827015
711	0.01439157735
712	0.01432869289
713	0.01431499214
714	0.01429806075
715	0.01429048917
716	0.0142588329
717	0.01425728037
718	0.01424360108
719	0.0142392075
720	0.01423467216
721	0.0142255321
722	0.01421665567
723	0.01420911522
724	0.01419726745
725	0.01419449151
726	0.01417474463
727	0.01414996867
728	0.01414046239
729	0.01412715676
730	0.01412524653
731	0.01409429345
732	0.01406786278
733	0.01405580767
734	0.01405016092
735	0.01402603921
736	0.01401912239
737	0.01399732886
738	0.01399421655
739	0.01398991122
740	0.01397246227
741	0.01395533049
742	0.01394311468
743	0.01391503726
744	0.01389259218
745	0.01388599187
746	0.01387588269
747	0.01386584197
748	0.01386084554
749	0.01385913621
750	0.01385444027
751	0.01385276471
752	0.01385208947
753	0.01384619823
754	0.0138419324
755	0.01382933534
756	0.01381635438
757	0.01378033368
758	0.01376943546
759	0.01375786516
760	0.01374455752
761	0.01373922327
762	0.01373014083
763	0.01371299229
764	0.01370702057
765	0.01368702677
766	0.0136832464
767	0.0136415436
768	0.01360374744
769	0.01357157956
770	0.01356997647
771	0.01354540194
772	0.01352857447
773	0.01352421031
774	0.01351977582
775	0.01351371111
776	0.01350450167
777	0.01347312732
778	0.0134468453
779	0.0134388825
780	0.01341293138
781	0.01340857329
782	0.0134063972
783	0.01340081106
784	0.01339754191
785	0.01338966043
786	0.01338488635
787	0.0133582262
788	0.01334375837
789	0.01331866193
790	0.01329504506
791	0.01324329159
792	0.01323868893
793	0.0132196043
794	0.01321529497
795	0.0132007676
796	0.01319894653
797	0.01318909006
798	0.01318371484
799	0.01318094276
800	0.01316379955
801	0.01315946294
802	0.01315581495
803	0.01313144998
804	0.01310717523
805	0.01309566729
806	0.01306636192
807	0.01305355508
808	0.01304564884
809	0.0130439378
810	0.01304166063
811	0.01301418127
812	0.01301097168
813	0.01300180033
814	0.01299398632
815	0.01298764149
816	0.01297775996
817	0.01297245666
818	0.01295623437
819	0.01294835185
820	0.01291121122
821	0.01289652308
822	0.01289040317
823	0.01285199144
824	0.01284701337
825	0.01283301453
826	0.01282612882
827	0.01281828713
828	0.01280928556
829	0.01278313605
830	0.01277444782
831	0.01277175183
832	0.01276320575
833	0.01274132086
