iter	Passed	Remaining
866	51116	125757
867	51170	125685
868	51219	125601
869	51269	125521
870	51324	125453
871	51375	125374
872	51426	125296
873	51483	125234
874	51541	125172
875	51603	125120
876	51658	125051
877	51708	124972
878	51757	124889
879	51801	124793
880	51851	124714
881	51885	124595
882	51934	124513
883	51981	124425
884	52032	124349
885	52083	124271
886	52133	124192
887	52174	124089
888	52221	124003
889	52268	123918
890	52323	123849
891	52374	123772
892	52416	123675
893	52463	123588
894	52510	123501
895	52563	123431
896	52609	123341
897	52656	123255
898	52703	123170
899	52753	123091
900	52799	123004
901	52842	122909
902	52904	122857
903	52967	122808
904	53021	122740
905	53073	122666
906	53130	122603
907	53175	122514
908	53219	122422
909	53266	122337
910	53325	122280
911	53378	122207
912	53431	122138
913	53488	122075
914	53538	121996
915	53582	121907
916	53635	121834
917	53683	121753
918	53734	121677
919	53782	121594
920	53826	121505
921	53876	121425
922	53921	121339
923	53968	121253
924	54016	121171
925	54070	121103
926	54108	121000
927	54153	120911
928	54208	120844
929	54249	120749
930	54300	120674
931	54354	120606
932	54404	120529
933	54454	120452
934	54497	120361
935	54547	120283
936	54599	120212
937	54654	120146
938	54704	120071
939	54750	119984
940	54799	119907
941	54845	119822
942	54888	119730
943	54937	119651
944	54983	119568
945	55037	119499
946	55082	119412
947	55132	119337
948	55182	119262
949	55232	119186
950	55279	119102
951	55331	119032
952	55380	118955
953	55432	118882
954	55481	118805
955	55531	118729
956	55621	118740
957	55674	118671
958	55715	118578
959	55765	118500
960	55810	118415
961	55860	118340
962	55908	118260
963	55971	118212
964	56032	118162
965	56078	118078
966	56128	118003
967	56180	117932
968	56237	117872
969	56293	117810
970	56368	117787
971	56438	117755
972	56489	117681
973	56545	117620
974	56596	117546
975	56652	117484
976	56696	117396
977	56737	117303
978	56780	117215
979	56825	117130
980	56870	117046
981	56921	116973
982	56966	116888
983	57017	116817
984	57059	116726
985	57104	116640
986	57148	116555
987	57195	116474
988	57250	116412
989	57312	116361
990	57356	116274
991	57406	116201
992	57452	116119
993	57498	116037
994	57549	115965
995	57593	115881
996	57638	115796
997	57689	115726
998	57735	115645
999	57785	115571
1000	57826	115480
1001	57876	115405
1002	57921	115322
1003	57968	115244
1004	58011	115158
1005	58062	115085
1006	58106	115001
1007	58159	114933
1008	58211	114866
1009	58263	114795
1010	58315	114726
1011	58366	114657
1012	58413	114578
1013	58461	114502
1014	58520	114446
1015	58569	114371
1016	58613	114287
1017	58659	114207
1018	58701	114119
1019	58751	114047
1020	58794	113960
1021	58842	113885
1022	58893	113815
1023	58941	113737
1024	58987	113658
1025	59045	113602
1026	59101	113541
1027	59164	113493
1028	59217	113428
1029	59289	113398
1030	59344	113335
1031	59396	113267
1032	59444	113192
1033	59493	113118
1034	59536	113033
1035	59582	112952
1036	59622	112863
1037	59667	112781
1038	59713	112703
1039	59765	112635
1040	59816	112565
1041	59863	112487
1042	59914	112417
1043	59957	112334
1044	60011	112271
1045	60060	112196
1046	60111	112128
1047	60160	112054
1048	60205	111974
1049	60250	111894
1050	60291	111806
1051	60335	111724
1052	60377	111638
1053	60424	111561
1054	60469	111480
1055	60512	111397
1056	60559	111321
1057	60600	111235
1058	60649	111162
1059	60694	111081
1060	60739	111002
1061	60788	110929
1062	60840	110864
1063	60884	110782
1064	62037	112715
1065	62109	112682
1066	62178	112643
1067	62244	112600
1068	62305	112546
1069	62375	112509
1070	62437	112457
1071	62508	112421
1072	62581	112390
1073	62681	112406
1074	62755	112375
1075	62836	112357
1076	62915	112336
1077	63019	112359
1078	63187	112496
1079	63529	112940
1080	64068	113735
1081	64172	113754
1082	64268	113759
1083	64342	113728
1084	64422	113703
1085	64516	113705
1086	64605	113698
1087	64683	113672
1088	64765	113651
1089	64841	113622
1090	64915	113586
1091	64987	113550
1092	65063	113518
1093	65149	113505
1094	65223	113470
1095	65288	113420
1096	65370	113400
1097	65451	113377
1098	65525	113342
1099	65620	113344
1100	65695	113311
1101	65772	113282
1102	65834	113226
1103	65917	113206
1104	65986	113162
1105	66042	113096
1106	66100	113033
1107	66174	112998
1108	66239	112946
1109	66307	112902
1110	66383	112870
1111	66461	112841
1112	66536	112807
1113	66618	112785
1114	66692	112748
1115	66782	112740
1116	66875	112736
1117	66963	112723
1118	67045	112700
1119	67119	112664
1120	67206	112650
1121	67293	112634
1122	67349	112569
1123	67402	112497
1124	67445	112408
1125	67494	112330
1126	67542	112250
1127	67599	112185
1128	67652	112115
1129	67714	112058
1130	67760	111975
1131	67812	111902
1132	67871	111841
1133	67921	111765
1134	67973	111692
1135	68022	111614
1136	68078	111547
1137	68127	111469
1138	68176	111392
1139	68218	111303
1140	68268	111228
1141	68316	111149
1142	68367	111074
1143	68444	111043
1144	68491	110962
1145	68539	110883
1146	68591	110810
1147	68645	110740
1148	68692	110661
1149	68739	110581
1150	68782	110494
1151	68830	110415
1152	68885	110348
1153	68932	110268
1154	68979	110188
1155	69021	110099
1156	69067	110019
1157	69111	109934
1158	69158	109854
1159	69205	109774
1160	69268	109720
1161	69308	109629
1162	69352	109545
1163	69402	109470
1164	69454	109399
1165	69508	109329
1166	69554	109248
1167	69614	109189
1168	69659	109106
1169	69709	109032
1170	69755	108952
1171	69814	108891
1172	69867	108821
1173	69916	108746
1174	69963	108666
1175	70032	108622
1176	70084	108551
1177	70132	108473
1178	70190	108411
1179	70238	108334
1180	70291	108263
1181	70340	108189
1182	70396	108123
1183	70446	108049
1184	70488	107963
1185	70540	107892
1186	70593	107823
1187	70672	107793
1188	70720	107716
1189	70770	107641
1190	70815	107561
1191	70876	107504
1192	70955	107474
1193	71012	107410
1194	71065	107342
1195	71113	107264
1196	71344	107463
1197	72046	108370
1198	72172	108408
1199	72289	108433
1200	72405	108457
1201	72558	108536
1202	72665	108545
1203	72732	108494
1204	72780	108415
1205	72839	108353
1206	72904	108299
1207	72955	108225
1208	73017	108166
1209	73080	108111
1210	73126	108029
1211	73171	107946
1212	73216	107862
1213	73261	107780
1214	73303	107692
1215	73351	107613
1216	73395	107530
1217	73443	107452
1218	73484	107363
1219	73527	107277
1220	73567	107188
1221	73620	107117
1222	73662	107030
1223	73708	106949
1224	73750	106863
1225	73794	106779
1226	73839	106697
1227	73882	106612
1228	73924	106526
1229	73974	106451
1230	74016	106365
1231	74062	106284
1232	74104	106198
1233	74148	106115
1234	74190	106029
1235	74235	105947
1236	74277	105861
1237	74322	105779
1238	74364	105694
1239	74410	105614
1240	74454	105532
1241	74501	105453
1242	74543	105369
1243	74588	105286
1244	74629	105200
1245	74672	105116
1246	74713	105030
1247	74758	104949
1248	74801	104865
1249	74845	104783
1250	74891	104703
1251	74936	104623
1252	74977	104538
1253	75022	104456
1254	75067	104376
1255	75113	104297
1256	75155	104213
1257	75201	104134
1258	75243	104050
1259	75288	103970
1260	75331	103887
1261	75376	103807
1262	75417	103720
1263	75462	103641
1264	75506	103560
1265	75554	103483
1266	75612	103423
1267	75675	103366
1268	75751	103330
1269	75827	103292
1270	75904	103256
1271	75966	103199
1272	76029	103144
1273	76086	103081
1274	76148	103025
1275	76229	102993
1276	76294	102941
1277	76365	102896
1278	76439	102856
1279	76502	102800
1280	76559	102736
1281	76615	102672
1282	76684	102624
1283	76742	102562
1284	76810	102513
1285	76891	102482
1286	76972	102450
1287	77059	102426
1288	77128	102379
1289	77196	102330
1290	77261	102277
1291	77326	102224
1292	77388	102167
1293	77462	102126
1294	77531	102078
1295	77601	102031
1296	77665	101977
1297	77731	101924
1298	77797	101873
1299	77859	101816
1300	77935	101777
1301	78000	101724
1302	78071	101678
1303	78136	101625
1304	78211	101585
1305	78272	101526
1306	78350	101489
1307	78422	101445
1308	78489	101394
1309	78551	101337
1310	78619	101287
1311	78679	101227
1312	78751	101183
1313	78816	101129
1314	78882	101077
1315	78947	101024
1316	79011	100968
1317	79083	100924
1318	79146	100868
1319	79221	100827
1320	79285	100772
1321	79364	100736
1322	79445	100703
1323	79513	100652
1324	79589	100612
1325	79659	100565
1326	79742	100534
1327	79808	100481
1328	79885	100443
1329	79965	100408
1330	80028	100351
1331	80084	100286
1332	80151	100234
1333	80217	100181
1334	80302	100152
1335	80377	100111
1336	80445	100060
1337	80520	100018
1338	80629	100018
1339	80695	99965
1340	80759	99910
1341	80819	99850
1342	80934	99856
1343	81542	100472
1344	81860	100728
1345	81942	100693
1346	82027	100661
1347	82100	100615
1348	82178	100576
1349	82260	100540
1350	82337	100499
1351	82432	100479
1352	82520	100452
1353	82601	100414
1354	82661	100352
1355	82722	100291
1356	82806	100258
1357	82873	100204
1358	82945	100156
1359	83013	100104
1360	83080	100050
1361	83146	99995
1362	83218	99948
1363	83501	100152
1364	83558	100086
1365	83618	100024
1366	83679	99962
1367	83739	99899
1368	83820	99862
1369	83887	99807
1370	83951	99749
1371	84083	99772
1372	84643	100302
1373	85296	100940
1374	85494	101038
1375	85668	101108
1376	85759	101080
1377	85818	101014
1378	85894	100968
1379	85954	100902
1380	86028	100854
1381	86104	100807
1382	86170	100749
1383	86241	100698
1384	86331	100667
1385	86404	100617
1386	86475	100565
1387	86534	100499
1388	86598	100439
1389	86656	100371
1390	86717	100308
1391	86778	100244
1392	86848	100190
1393	86918	100137
1394	86985	100079
1395	87053	100024
1396	87127	99974
1397	87195	99919
1398	87269	99870
1399	87352	99831
1400	87423	99778
1401	87483	99713
1402	87543	99648
1403	87603	99583
1404	87680	99537
1405	87754	99488
1406	87819	99429
1407	87883	99368
1408	87948	99308
1409	87991	99224
1410	88057	99166
1411	88117	99100
1412	88199	99060
1413	88265	99002
1414	88342	98955
1415	88412	98902
1416	88489	98856
1417	88570	98813
1418	88649	98770
1419	88725	98722
1420	88796	98669
1421	88870	98619
1422	88943	98568
1423	89019	98521
1424	89096	98474
1425	89182	98438
1426	89257	98390
1427	89336	98344
1428	89400	98283
1429	89469	98228
1430	89539	98174
1431	89615	98125
1432	89694	98081
1433	89760	98022
1434	89827	97965
1435	89886	97899
1436	89959	97847
1437	90041	97805
1438	90127	97768
1439	90219	97737
1440	90308	97703
1441	90388	97660
1442	90467	97614
1443	90555	97579
1444	90646	97546
1445	90725	97501
1446	90803	97454
1447	90878	97405
1448	90967	97370
1449	91062	97342
1450	91132	97287
1451	91199	97229
1452	91274	97179
1453	91360	97141
1454	91432	97087
1455	91508	97038
1456	91590	96996
1457	91675	96956
1458	91759	96916
1459	91832	96864
1460	91890	96796
1461	91959	96740
1462	92036	96691
1463	92120	96651
1464	92184	96589
1465	92244	96523
1466	92310	96463
1467	92389	96417
1468	92477	96380
1469	92544	96322
1470	92622	96274
1471	92687	96213
1472	92781	96182
1473	92852	96127
1474	92928	96078
1475	92984	96008
1476	93066	95965
1477	93148	95921
1478	93225	95873
1479	93307	95829
1480	93381	95777
1481	93465	95736
1482	93545	95689
1483	93632	95651
1484	93716	95609
1485	93799	95566
1486	93881	95523
1487	93969	95484
1488	94059	95448
1489	94133	95397
1490	94227	95364
1491	94313	95324
1492	94398	95283
1493	94475	95233
1494	94554	95187
1495	94832	95340
1496	95130	95511
1497	95219	95473
1498	95293	95420
1499	95797	95797
1500	95896	95769
1501	95986	95731
1502	96062	95678
1503	96234	95722
1504	96349	95709
1505	96437	95668
1506	96519	95622
1507	97389	96356
1508	97494	96331
1509	97566	96274
1510	97644	96223
1511	97721	96170
1512	97802	96121
1513	97895	96085
1514	97978	96037
1515	98055	95985
1516	98145	95945
1517	98228	95899
1518	98289	95830
1519	98366	95778
1520	98435	95717
1521	98524	95675
1522	98614	95635
1523	98712	95603
1524	98803	95563
1525	98882	95513
1526	98955	95456
1527	99019	95390
1528	99089	95330
1529	99169	95280
1530	99224	95206
1531	99288	95141
1532	99367	95089
1533	99431	95023
1534	99489	94952
1535	99580	94912
1536	99649	94852
1537	99720	94792
1538	99777	94720
1539	99844	94658
1540	99908	94591
1541	99984	94538
1542	100043	94467
1543	100113	94407
1544	100182	94346
1545	100250	94284
1546	100308	94213
1547	100377	94152
1548	100440	94085
1549	100515	94030
1550	100580	93965
1551	100680	93934
1552	100756	93879
1553	100819	93812
1554	101148	93993
1555	101729	94407
1556	101890	94430
1557	101985	94392
1558	102088	94361
1559	102195	94334
1560	102286	94292
1561	102378	94251
1562	102486	94224
1563	102552	94159
1564	102611	94088
1565	102665	94011
1566	102729	93944
1567	102794	93878
1568	102852	93806
1569	102915	93737
1570	102976	93668
1571	103035	93597
1572	103098	93528
1573	103157	93457
1574	103229	93398
1575	103289	93327
1576	103362	93268
1577	103419	93195
1578	103472	93118
1579	103522	93039
1580	103575	92962
1581	103632	92889
1582	103706	92831
1583	103761	92756
1584	103819	92684
1585	103880	92614
1586	103946	92549
1587	104000	92473
1588	104055	92399
1589	104120	92333
1590	104180	92262
1591	104245	92197
1592	104322	92142
1593	104372	92062
1594	104440	91999
1595	104509	91937
1596	104567	91864
1597	104634	91800
1598	104702	91737
1599	104770	91674
1600	104840	91612
1601	104909	91550
1602	104978	91487
1603	105052	91429
1604	105117	91363
1605	105168	91285
1606	105230	91216
1607	105304	91159
1608	105376	91099
1609	105442	91034
1610	105506	90967
1611	105577	90906
1612	105636	90835
1613	105702	90770
1614	105759	90698
1615	105836	90641
1616	105902	90577
1617	105967	90511
1618	106085	90490
1619	106160	90433
1620	106241	90380
1621	106306	90314
1622	106377	90253
1623	106444	90189
1624	106516	90129
1625	106588	90068
1626	106655	90004
1627	106720	89938
1628	106796	89882
1629	106879	89831
1630	106949	89768
1631	107004	89695
1632	107095	89650
1633	107158	89582
1634	107224	89517
1635	107289	89451
1636	107356	89386
1637	107436	89333
1638	107512	89276
1639	107577	89210
1640	107646	89147
1641	107707	89078
1642	107775	89014
1643	107846	88953
1644	107914	88889
1645	107971	88817
1646	108029	88745
1647	108088	88674
1648	108156	88611
1649	108220	88544
1650	108287	88479
1651	108343	88406
1652	108406	88338
1653	108469	88270
1654	108520	88193
1655	108587	88129
1656	108674	88080
1657	108760	88031
1658	108828	87967
1659	108904	87910
1660	108974	87848
1661	109050	87791
1662	109117	87726
1663	109186	87664
